id,title,classification_x,creator_type,status,creators,url_clean,target_url,rationale,enacted_name,bill_id,classification_y,total_votes,agree,disagree,abstain,no_vote,absent,others,party_votes_json,category,sub_category,sub_category_custom
363e129f-ff85-4735-a072-7a2c1f724da2,ร่างพระราชบัญญัติชั่วโมงปฏิบัติงานด้านสาธารณสุขที่เหมาะสมเพื่อความปลอดภัยของผู้ป่วย พ.ศ. ....,NORMAL_BILL,POLITICIAN,IN_PROGRESS,"[{'name': 'จุติ ไกรฤกษ์', 'memberships': [{'posts': [{'label': 'เลขาธิการพรรคประชาธิปัตย์', 'role': 'เลขาธิการพรรคการเมือง', 'organizations': [{'name': 'ประชาธิปัตย์', 'classification': 'POLITICAL_PARTY'}]}]}, {'posts': [{'label': 'สมาชิกพรรครวมไทยสร้างชาติ', 'role': 'สมาชิกพรรคการเมือง', 'organizations': [{'name': 'รวมไทยสร้างชาติ', 'classification': 'POLITICAL_PARTY'}]}]}, {'posts': [{'label': 'สมาชิกพรรคประชาธิปัตย์', 'role': 'สมาชิกพรรคการเมือง', 'organizations': [{'name': 'ประชาธิปัตย์', 'classification': 'POLITICAL_PARTY'}]}]}, {'posts': [{'label': 'สส. ชุดที่ 25', 'role': 'สมาชิกสภาผู้แทนราษฎร', 'organizations': [{'name': 'สภาผู้แทนราษฎร ชุดที่ 25', 'classification': 'HOUSE_OF_REPRESENTATIVE'}]}]}, {'posts': [{'label': 'รัฐมนตรีว่าการกระทรวงการพัฒนาสังคมและความมั่นคงของมนุษย์ ครม. คณะที่ 62', 'role': 'รัฐมนตรีว่าการกระทรวงการพัฒนาสังคมและความมั่นคงของมนุษย์', 'organizations': [{'name': 'คณะรัฐมนตรี คณะที่ 62', 'classification': 'CABINET'}]}]}, {'posts': [{'label': 'สส. ชุดที่ 26', 'role': 'สมาชิกสภาผู้แทนราษฎร', 'organizations': [{'name': 'สภาผู้แทนราษฎร ชุดที่ 26', 'classification': 'HOUSE_OF_REPRESENTATIVE'}]}]}]}]",https://lis.parliament.go.th/index/search_detail.php?SYSTEM_ID=3&DOC_ID=711&FLAG=VIEW,https://lis.parliament.go.th/index/search_detail.php?SYSTEM_ID=3&DOC_ID=711&FLAG=VIEW,หลักการ ให้มีกฎหมายว่าด้วยชั่วโมงปฏิบัติงานด้านสาธารณสุขที่เหมาะสมเพื่อความปลอดภัยของผู้ป่วย เหตุผล  โดยที่ปัจจุบันภาระงานของบุคลากรสาธารณสุขมีปริมาณเพิ่มมากขึ้นอย่างมาก นับแต่มีการประกาศใช้กฎหมายว่าด้วยหลักประกันสุขภาพแห่งชาติ ทำให้เกิดความไม่ปลอดภัยต่อตัวผู้ป่วย ซึ่งมารับบริการสาธารณสุขเพราะคุณภาพการบริการสาธารณสุขที่ตกต่ำลง อันเป็นผลจากความอ่อนล้าทางกายและใจของบุคลากรสาธารณสุข และยังส่งผลให้เกิดการกระทบกระทั่งอันเนื่องมาจากความไม่เข้าใจกันระหว่างบุคลากรสาธารณสุขและผู้ป่วยหรือญาติ ทั้งหมดนี้ทำให้ขวัญกำลังใจของบุคลากรสาธารณสุขตกต่ำลงเป็นอย่างมาก และยังทำให้รัฐสูญเสียบุคลากรสาธารณสุขออกไปจากระบบจำนวนมาก ดังนั้น เพื่อคุ้มครองการปฏิบัติงานของบุคลากรสาธารณสุข สมควรกำหนดให้มีมาตรฐานในการปฏิบัติงานของบุคลากรสาธารณสุขในเรื่องจำนวนชั่วโมงการปฏิบัติงาน ชั่วโมงการพักผ่อน และค่าตอบแทนที่เหมาะสม ซึ่งจะส่งผลดีต่อความปลอดภัยในการเข้ารับบริการสาธารณสุขของผู้ป่วยในสถานพยาบาลของรัฐ และยังช่วยทำให้รัฐสามารถวางแผนในเรื่องอัตรากำลังได้อย่างถูกต้องจากมาตรฐานการปฏิบัติงานที่เหมาะสม อีกทั้งเพื่อเป็นการเพิ่มความมั่นใจให้กับผู้ป่วยหรือญาติว่าจะได้รับบริการสาธารณสุขอย่างมีคุณภาพและตรงตามมาตรฐานสากล จึงจำเป็นต้องตราพระราชบัญญัตินี้,,,,,,,,,,,,หมวดสุขภาพและสาธารณสุข,หมวดสุขภาพและสาธารณสุข,
7748ff63-c924-44cb-9d57-7a8f460e6095,ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายวิธีพิจารณาความแพ่ง (ฉบับที่ ..) พ.ศ. ....,NORMAL_BILL,ASSEMBLY,IN_PROGRESS,"[{'name': 'คณะรัฐมนตรี คณะที่ 64', 'name_en': 'The 64th Cabinet', 'classification': 'CABINET', 'abbreviation': 'ครม.'}]",https://lis.parliament.go.th/index/search_detail.php?SYSTEM_ID=3&DOC_ID=716&FLAG=VIEW,https://lis.parliament.go.th/index/search_detail.php?SYSTEM_ID=3&DOC_ID=716&FLAG=VIEW,"หลักการ แก้ไขเพิ่มเติมประมวลกฎหมายวิธีพิจารณาความแพ่ง เพื่อกำหนดให้มีเจ้าพนักงานคดีทำหน้าที่ช่วยเหลือศาลในการดำเนินคดี (เพิ่มบทนิยามคำว่า ""เจ้าพนักงานคดี"" เป็นมาตรา ๑ (๑๕) และเพิ่มมาตรา ๓๔/๒ และมาตรา ๓๔/๓)
เหตุผล โดยที่ในแต่ละมีมีคดีที่เข้าสู่การพิจารณาของศาลยุติรรรมเป็นจำนวนมากและมีแนวโน้มเพิ่มขึ้นทุกปี ดังนั้น เพื่อให้การพิจารณาพิพากษาคดีของศาลยุติธรรมเป็นไปด้วยความรวดเร็วและเที่ยงธรรม สมควรกำหนดให้มีเจ้าพนักงานคดีทำหน้าที่ช่วยเหลือศาลในการดำเนินคดีและการดำเนินกระบวนพิจารณาตามที่ศาลมอบหมายได้ในทุกประเภทคดีและกำหนดหลักเกณฑ์การปฏิบัติหน้าที่และละการบริหารงานบุคคลเฉพาะเรื่องของเจ้าพนักงานคดีให้ชัดเจน จึงจำเป็นต้องตราพระราชบัญญัตินี้",,,,,,,,,,,,หมวดบุคคลและสถานะ,หมวดบุคคลและสถานะ,
416a8f14-d9be-4d71-becf-f28d53ed3de6,ร่างพระราชบัญญัติกองทุนทุเรียนไทย พ.ศ. ....,NORMAL_BILL,UNKNOWN,REJECTED,[],https://lis.parliament.go.th/index/search_detail.php?SYSTEM_ID=3&DOC_ID=729&FLAG=VIEW,https://lis.parliament.go.th/index/search_detail.php?SYSTEM_ID=3&DOC_ID=729&FLAG=VIEW,,,,,,,,,,,,,หมวดทรัพยากรธรรมชาติและสิ่งแวดล้อม,หมวดทรัพยากรธรรมชาติและสิ่งแวดล้อม,
ec13e5b6-b74f-44c7-b94f-ae445a096405,ร่างพระราชบัญญัติข้อมูลข่าวสารสาธารณะ พ.ศ. ....,NORMAL_BILL,POLITICIAN,IN_PROGRESS,"[{'name': 'ธีรัจชัย พันธุมาศ', 'memberships': [{'posts': [{'label': 'สมาชิกพรรคก้าวไกล', 'role': 'สมาชิกพรรคการเมือง', 'organizations': [{'name': 'ก้าวไกล', 'classification': 'POLITICAL_PARTY'}]}]}, {'posts': [{'label': 'สมาชิกพรรคอนาคตใหม่', 'role': 'สมาชิกพรรคการเมือง', 'organizations': [{'name': 'อนาคตใหม่', 'classification': 'POLITICAL_PARTY'}]}]}, {'posts': [{'label': 'สมาชิกพรรคประชาชน', 'role': 'สมาชิกพรรคการเมือง', 'organizations': [{'name': 'ประชาชน', 'classification': 'POLITICAL_PARTY'}]}]}, {'posts': [{'label': 'สส. ชุดที่ 26', 'role': 'สมาชิกสภาผู้แทนราษฎร', 'organizations': [{'name': 'สภาผู้แทนราษฎร ชุดที่ 26', 'classification': 'HOUSE_OF_REPRESENTATIVE'}]}]}, {'posts': [{'label': 'สส. ชุดที่ 25', 'role': 'สมาชิกสภาผู้แทนราษฎร', 'organizations': [{'name': 'สภาผู้แทนราษฎร ชุดที่ 25', 'classification': 'HOUSE_OF_REPRESENTATIVE'}]}]}]}]",https://lis.parliament.go.th/index/search_detail.php?SYSTEM_ID=3&DOC_ID=730&FLAG=VIEW,https://lis.parliament.go.th/index/search_detail.php?SYSTEM_ID=3&DOC_ID=730&FLAG=VIEW,ปรับปรุงกฎหมายว่าด้วยข้อมูลข่าวสารของราชการ โดยที่พระราชบัญญัติข้อมูลข่าวสารของราชการ พ.ศ. 2540 ใช้บังคับมาเป็นเวลานาน ไม่สอดคล้องกับสภาวการณ์ปัจจุบัน ประกอบกับรัฐธรรมนูญแห่งราชอาณาจักรไทย ได้มีการรับรองสิทธิของบุคคลและชุมชนในการรับทราบและเข้าถึงข้อมูลหรือข่าวสารสาธารณะในครอบครองของหน่วยงานของรัฐที่มิใช่ข้อมูลเกี่ยวกับความมั่นคงของรัฐหรือเป็นความลับของทางราชการตามที่กฎหมายบัญญัติ และต้องจัดให้ประชาชนเข้าถึงได้โดยสะดวก,,,,,,,,,,,,หมวดเทคโนโลยีและข้อมูล,หมวดเทคโนโลยีและข้อมูล,
565aca60-b7fa-4e64-96b5-3b2569c0186f,ร่างพระราชบัญญัติสภาครูและบุคลากรทางการศึกษา (ฉบับที่ ..) พ.ศ. ....,NORMAL_BILL,POLITICIAN,MERGED,"[{'name': 'ปรีดา บุญเพลิง', 'memberships': [{'posts': [{'label': 'หัวหน้าพรรคครูไทยเพื่อประชาชน', 'role': 'หัวหน้าพรรคการเมือง', 'organizations': [{'name': 'ครูไทยเพื่อประชาชน', 'classification': 'POLITICAL_PARTY'}]}]}, {'posts': [{'label': 'กรรมการบริหารพรรคกล้าธรรม', 'role': 'กรรมการบริหารพรรคการเมือง', 'organizations': [{'name': 'กล้าธรรม', 'classification': 'POLITICAL_PARTY'}]}]}, {'posts': [{'label': 'สมาชิกพรรคครูไทยเพื่อประชาชน', 'role': 'สมาชิกพรรคการเมือง', 'organizations': [{'name': 'ครูไทยเพื่อประชาชน', 'classification': 'POLITICAL_PARTY'}]}]}, {'posts': [{'label': 'สส. ชุดที่ 26', 'role': 'สมาชิกสภาผู้แทนราษฎร', 'organizations': [{'name': 'สภาผู้แทนราษฎร ชุดที่ 26', 'classification': 'HOUSE_OF_REPRESENTATIVE'}]}]}, {'posts': [{'label': 'สส. ชุดที่ 25', 'role': 'สมาชิกสภาผู้แทนราษฎร', 'organizations': [{'name': 'สภาผู้แทนราษฎร ชุดที่ 25', 'classification': 'HOUSE_OF_REPRESENTATIVE'}]}]}]}]",https://lis.parliament.go.th/index/search_detail.php?SYSTEM_ID=3&DOC_ID=655&FLAG=VIEW,https://lis.parliament.go.th/index/search_detail.php?SYSTEM_ID=3&DOC_ID=655&FLAG=VIEW,แก้ไขเพิ่มเติมพระราชบัญญัติสภาครูและบุคลากรทางการศึกษา พ.ศ. ๒๕๔๖,,,,,,,,,,,,หมวดการศึกษาและสังคม,หมวดการศึกษาและสังคม,
c242bff2-0711-4d90-8813-d0b3ffa28901,ร่างพระราชบัญญัติการส่งเสริมวิทยาศาสตร์ การวิจัยและนวัตกรรม (ฉบับที่ ..) พ.ศ. ....,NORMAL_BILL,POLITICIAN,IN_PROGRESS,"[{'name': 'สกุณา สาระนันท์', 'memberships': [{'posts': [{'label': 'สมาชิกพรรคเพื่อไทย', 'role': 'สมาชิกพรรคการเมือง', 'organizations': [{'name': 'เพื่อไทย', 'classification': 'POLITICAL_PARTY'}]}]}, {'posts': [{'label': 'สส. ชุดที่ 26', 'role': 'สมาชิกสภาผู้แทนราษฎร', 'organizations': [{'name': 'สภาผู้แทนราษฎร ชุดที่ 26', 'classification': 'HOUSE_OF_REPRESENTATIVE'}]}]}, {'posts': [{'label': 'สส. ชุดที่ 25', 'role': 'สมาชิกสภาผู้แทนราษฎร', 'organizations': [{'name': 'สภาผู้แทนราษฎร ชุดที่ 25', 'classification': 'HOUSE_OF_REPRESENTATIVE'}]}]}]}]",https://lis.parliament.go.th/index/search_detail.php?SYSTEM_ID=3&DOC_ID=732&FLAG=VIEW,https://lis.parliament.go.th/index/search_detail.php?SYSTEM_ID=3&DOC_ID=732&FLAG=VIEW,"แก้ไขเพิ่มเติมพระราชบัญญัติการส่งเสริมวิทยาศาสตร์ การวิจัยและนวัตกรรม พ.ศ. ๒๕๖๒ 
เป็นการกำหนดนิยามคำว่า “จริยธรรมทั่วไป” ให้มีความชัดเจน และแก้ไขเพิ่มเติมหน้าที่ของ 
กสว. ในการกำหนดมาตรฐานการวิจัย จริยธรรมการวิจัย และหลักเกณฑ์การวิจัยให้เป็นไปใน
ทิศทางเดียวกัน โดยคำนึงถึงความมั่นคงของรัฐ และการคุ้มครองสิทธิหรือเสรีภาพของ
บุคคลอื่น รวมถึงยกเลิกบทบัญญัติบางประการที่ไม่สอดคล้องกับสถานการณ์ปัจจุบันเพื่อ
ส่งเสริมเสรีภาพทางวิชาการและการดำเนินงานส่งเสริมวิทยาศาสตร์ การวิจัยและนวัตกรรม
ให้เป็นไปอย่างมีประสิทธิภาพยิ่งขึ้น",,,,,,,,,,,,หมวดเทคโนโลยีและข้อมูล,วิทยาศาสตร์และนวัตกรรม,
cc4ce67b-afa4-4fdd-9920-57c6b2aa5d71,ร่างพระราชบัญญัติโรงงาน (ฉบับที่ ..) พ.ศ. ....,NORMAL_BILL,POLITICIAN,IN_PROGRESS,"[{'name': 'ชวาล พลเมืองดี', 'memberships': [{'posts': [{'label': 'สมาชิกพรรคประชาชน', 'role': 'สมาชิกพรรคการเมือง', 'organizations': [{'name': 'ประชาชน', 'classification': 'POLITICAL_PARTY'}]}]}, {'posts': [{'label': 'สมาชิกพรรคก้าวไกล', 'role': 'สมาชิกพรรคการเมือง', 'organizations': [{'name': 'ก้าวไกล', 'classification': 'POLITICAL_PARTY'}]}]}, {'posts': [{'label': 'สส. ชุดที่ 26', 'role': 'สมาชิกสภาผู้แทนราษฎร', 'organizations': [{'name': 'สภาผู้แทนราษฎร ชุดที่ 26', 'classification': 'HOUSE_OF_REPRESENTATIVE'}]}]}]}]",https://lis.parliament.go.th/index/search_detail.php?SYSTEM_ID=3&DOC_ID=733&FLAG=VIEW,https://lis.parliament.go.th/index/search_detail.php?SYSTEM_ID=3&DOC_ID=733&FLAG=VIEW,"แก้ไขร่างพระราชบัญญัติโรงงาน (ฉบับที่ ..) พ.ศ. .... โดยเป็นการกระจายอำนาจให้แก่องค์กร
ปกครองส่วนท้องถิ่นให้มีอิสระและความคล่องตัวในการบริหารจัดการและตรวจสอบกำกับดูแล
การประกอบกิจการโรงงานภายในพื้นที่ของตนเองได้อย่างทั่วถึง สามารถแต่งตั้งข้าราชการ
ส่วนท้องถิ่นในสังกัดของตนเป็นพนักงานเจ้าหน้าที่ได้ นอกจากนี้ ยังกำหนดเกี่ยวกับการยกเว้น
ค่าธรรมเนียมรายปีเพื่อจูงให้ผู้ประกอบกิจการโรงงานเข้ามาตั้งโรงงานในเขตอุตสาหกรรมและ
กำหนดให้ค่าธรรมเนียมรายปีและเงินเพิ่มเป็นรายได้ขององค์กรปกครองส่วนท้องถิ่นและ
ผู้อนุญาต",,,,,,,,,,,,หมวดอุตสาหกรรมและพลังงาน,โรงงานและอุตสาหกรรม,
6f3d9312-b4c0-4804-91d4-5ad5515ce896,ร่างพระราชบัญญัติโอนที่ราชพัสดุที่เป็นสาธารณสมบัติของแผ่นดินที่ใช้เพื่อประโยชน์ของแผ่นดินโดยเฉพาะ ในท้องที่ตำบลดงเย็น อำเภอบ้านดุง จังหวัดอุดรธานี ให้แก่นางมี  รักเสมอวงศ์ พ.ศ. ....,NORMAL_BILL,ASSEMBLY,IN_PROGRESS,"[{'name': 'คณะรัฐมนตรี คณะที่ 64', 'name_en': 'The 64th Cabinet', 'classification': 'CABINET', 'abbreviation': 'ครม.'}]",https://lis.parliament.go.th/index/search_detail.php?SYSTEM_ID=3&DOC_ID=731&FLAG=VIEW,https://lis.parliament.go.th/index/search_detail.php?SYSTEM_ID=3&DOC_ID=731&FLAG=VIEW,"ให้มีกฎหมายเพื่อการโอนที่ราชพัสดุที่เป็นสาธารณสมบัติของแผ่นดินที่ใช้เพื่อประโยชน์ของ
แผ่นดินโดยเฉพาะ ในท้องที่ตำบลดงเย็น อำเภอบ้านดุง จังหวัดอุดรธานี แปลงหมายเลขทะเบียน
ที่ อด. ๒๗๑๙ (น.ส.๓ ก.)  ให้แก่นางมี  รักเสมอวงศ์ ซึ่งแต่เดิมนั้นกระทรวงศึกษาธิการได้
ครอบครองที่ดินแปลงดังกล่าวเพื่อใช้ประโยชน์ในราชการของโรงเรียนบ้านป่าเป้า จังหวัดอุดรธานี 
แต่ต่อมามีสภาพไม่เหมาะสมที่จะใช้เป็นที่ตั้งของโรงเรียนอีกต่อไป จึงได้ทำความตกลงขอแลก
เปลี่ยนที่ดินกับนางมีฯ ซึ่งตั้งอยู่ในท้องที่เดียวกันและมีพื้นที่ใกล้เคียงกันเพื่อใช้เป็นที่ตั้งแห่งใหม่
ของโรงเรียนบ้านป่าเป้า บัดนี้ นางมีฯ ได้ส่งมอบการครอบครองที่ดิน (น.ส.๓ ก.) ของตนให้แก่
ทางราชการแล้ว จึงสมควรโอนที่ราชพัสดุดังกล่าวให้แก่นางมีฯ ซึ่งจะทำให้นางมีฯ 
มีสิทธิครองครองที่ดินที่ทำการแลกเปลี่ยนโดยชอบด้วยกฎหมายและสามารถใช้ประโยชน์ใน
ที่ดินนั้นต่อไปได้",,,,,,,,,,,,หมวดทรัพยากรธรรมชาติและสิ่งแวดล้อม,ที่ดินและทรัพยากรธรรมชาติ,
e0214c35-a16e-4827-ac7d-d560257f6f49,ร่างพระราชบัญญัติธรรมนูญศาลทหาร (ฉบับที่่ ..) พ.ศ. ....,NORMAL_BILL,POLITICIAN,REJECTED,"[{'name': 'กมลศักดิ์ ลีวาเมาะ', 'memberships': [{'posts': [{'label': 'สมาชิกพรรคประชาชาติ', 'role': 'สมาชิกพรรคการเมือง', 'organizations': [{'name': 'ประชาชาติ', 'classification': 'POLITICAL_PARTY'}]}]}, {'posts': [{'label': 'สส. ชุดที่ 25', 'role': 'สมาชิกสภาผู้แทนราษฎร', 'organizations': [{'name': 'สภาผู้แทนราษฎร ชุดที่ 25', 'classification': 'HOUSE_OF_REPRESENTATIVE'}]}]}, {'posts': [{'label': 'สส. ชุดที่ 26', 'role': 'สมาชิกสภาผู้แทนราษฎร', 'organizations': [{'name': 'สภาผู้แทนราษฎร ชุดที่ 26', 'classification': 'HOUSE_OF_REPRESENTATIVE'}]}]}]}]",https://lis.parliament.go.th/index/search_detail.php?SYSTEM_ID=3&DOC_ID=643&FLAG=VIEW,https://lis.parliament.go.th/index/search_detail.php?SYSTEM_ID=3&DOC_ID=643&FLAG=VIEW,"หลักการ
                  แก้ไขเพิ่มเติมพระราชบัญญัติธรรมนูญศาลทหาร พ.ศ. 2498
           (1) ยกเลิกศาลจังหวัดทหาร 
           (2) แก้ไขเขตอำนาจศาลทหาร โดยปรับปรุงตดีที่ไม่อยู่ในเขตอำนาจศาลทหาร เพื่อให้มีความเหมาะสม
 และเกิดความเป็นธรรมแก่คู่ความในคดี
           (3) แก้ไขเพิ่มเติมให้ผู้เสียหายซึ่งมิใช่บุคคลที่อยู่ในอำนาจศาลทหารมีอำนาจเป็นโจทก์
ฟ้องคดีอาญาในศาลทหารในเวลาปกติและเวลาไม่ปกติได้
           (4) แก้ไขเพิ่มเติมให้คำพิพากษาหรือคำสั่งของศาลทหารในเวลาไม่ปกติ กรณีที่มีการประกาศ
ใช้กฎอัยการศึกซึ่งไม่อยู่ในเวลาที่มีการรบหรือสถานะสงครามสามารถอุทธรณ์ได้ โดยคำพิพากษาหรือคำสั่ง
ของศาลทหารในชั้นอุทธรณ์ให้เป็นที่สุด 
                                          เหตุผล
                โดยยกเลิกบทบัญญัติเกี่ยวกับศาลจังหวัดทหารเพื่อให้สอดคล้องกับการจัดโครงสร้าง
และกำหนดเขตพื้นที่ของมณฑลทหารบกเพิ่มขึ้นและยกเลิกจังหวัดทหารบกทุกแห่ง และกำหนดให้ผู้เสียหาย
ซึ่งมิใช่บุคคลที่อยู่ในอำนาจศาลทหารมีอำนาจเป็นโจทก์ฟ้องคดีอาญาในศาลทหารในเวลาปกติ
ได้ด้วยตนเองและให้ผู้เสียหายเป็นโจทก์ฟ้องคดีอาญาในศาลทหารในเวลาไม่ปกติได้",,,,,,,,,,,,หมวดบุคคลและสถานะ,ศาลและกระบวนการยุติธรรม,
efe02007-d54b-41f3-850e-dc0638e13fc3,ร่างพระราชบัญญัติการเปลี่ยนแปลงสภาพภูมิอากาศ พ.ศ. ....,NORMAL_BILL,POLITICIAN,IN_PROGRESS,"[{'name': 'รวี เล็กอุทัย', 'memberships': [{'posts': [{'label': 'สมาชิกพรรคเพื่อไทย', 'role': 'สมาชิกพรรคการเมือง', 'organizations': [{'name': 'เพื่อไทย', 'classification': 'POLITICAL_PARTY'}]}]}, {'posts': [{'label': 'สส. ชุดที่ 26', 'role': 'สมาชิกสภาผู้แทนราษฎร', 'organizations': [{'name': 'สภาผู้แทนราษฎร ชุดที่ 26', 'classification': 'HOUSE_OF_REPRESENTATIVE'}]}]}]}]",https://lis.parliament.go.th/index/search_detail.php?SYSTEM_ID=3&DOC_ID=565&FLAG=VIEW,https://lis.parliament.go.th/index/search_detail.php?SYSTEM_ID=3&DOC_ID=565&FLAG=VIEW,"ร่างพระราชบัญญัติฉบับนี้เป็นการเสนอกฎหมายใหม่ ให้มีกฎหมายว่าด้วยการเปลี่ยนแปลงสภาพ
ภูมิอากาศ เนื่องจากปัจจุบันกิจกรรมของมนุษย์ส่งผลให้เกิดการสะสมก๊าซเรือนกระจกในชั้น
บรรยากาศโลกก่อให้เกิดการเปลี่ยนแปลงสภาพภูมิอากาศ เกิดภาวะโลกร้อน ซึ่งมีแนวโน้มที่จะ
ทวีความรุนแรงขึ้นเรื่อย ๆ ส่งผลกระทบต่อชีวิตความเป็นอยู่ของประชาชนและสิ่งแวดล้อมเป็น
อย่างมาก ประกอบกับประเทศไทยได้เข้าร่วมเป็นภาคีความตกลงปารีสตามกรอบอนุสัญญา
สหประชาชาติว่าด้วยการเปลี่ยนแปลงสภาพภูมิอากาศ เมื่อวันที่ ๒๑ กันยายน ๒๕๕๙ โดยมี
เป้าหมายในการลดการปล่อยก๊าซเรือนกระจกและลดผลกระทบจากการเปลี่ยนแปลงสภาพ
ภูมิอากาศด้วยความร่วมมือในระดับนานาชาติ จึงต้องมีการดำเนินการเพื่อเป็นการอนุวัติการตาม
ความตกลงดังกล่าว เพื่อให้การดำเนินงานตามแผนการลดก๊าซเรือนกระจกของประเทศเป็นไป
อย่างมีประสิทธิภาพ จึงจำเป็นต้องตราพระราชบัญญัตินี้ โดยร่างพระราชบัญญัติฉบับนี้ 
แบ่งออกเป็น ๑๔ หมวดและบทเฉพาะกาล รวม ๑๖3 มาตรา",,,,,,,,,,,,หมวดทรัพยากรธรรมชาติและสิ่งแวดล้อม,สภาพภูมิอากาศและสิ่งแวดล้อม,
